train_size0,train_size1,train_size2,test_size0,test_size1,test_size2,train_imb0,train_imb1,train_imb2,test_imb0,test_imb1,test_imb2
72,65,75,34,41,31,0.291666667,0.292307692,0.266666667,0.264705882,0.268292683,0.322580645
65,57,66,29,37,28,0.676923077,0.719298246,0.681818182,0.724137931,0.648648649,0.714285714
70,65,73,34,39,31,0.528571429,0.553846154,0.506849315,0.529411765,0.487179487,0.580645161
67,67,70,35,35,32,0.343283582,0.343283582,0.342857143,0.342857143,0.342857143,0.34375
72,71,71,35,36,36,0.222222222,0.225352113,0.197183099,0.2,0.194444444,0.25
66,61,77,36,41,25,0.424242424,0.409836066,0.376623377,0.361111111,0.390243902,0.48
60,62,66,34,32,28,0.45,0.5,0.424242424,0.470588235,0.375,0.535714286
73,62,79,34,45,28,0.301369863,0.290322581,0.253164557,0.235294118,0.266666667,0.357142857
62,65,69,36,33,29,0.306451613,0.323076923,0.260869565,0.277777778,0.242424242,0.379310345
70,65,73,34,39,31,0.457142857,0.461538462,0.465753425,0.470588235,0.461538462,0.451612903
68,65,71,34,37,31,0.308823529,0.323076923,0.309859155,0.323529412,0.297297297,0.322580645
70,64,74,34,40,30,0.514285714,0.484375,0.5,0.470588235,0.525,0.5
69,64,67,31,36,33,0.391304348,0.40625,0.373134328,0.387096774,0.361111111,0.424242424
64,67,67,35,32,32,0.265625,0.253731343,0.23880597,0.228571429,0.25,0.28125
62,61,67,33,34,28,0.435483871,0.491803279,0.462686567,0.515151515,0.411764706,0.464285714
75,70,83,39,44,31,0.293333333,0.3,0.301204819,0.307692308,0.295454545,0.290322581
65,65,62,31,31,34,0.446153846,0.446153846,0.419354839,0.419354839,0.419354839,0.470588235
65,63,62,30,32,33,0.415384615,0.444444444,0.403225806,0.433333333,0.375,0.454545455
64,63,67,33,34,30,0.484375,0.523809524,0.47761194,0.515151515,0.441176471,0.533333333
63,64,73,37,36,27,0.53968254,0.59375,0.520547945,0.567567568,0.472222222,0.62962963
72,69,73,35,38,34,0.361111111,0.420289855,0.369863014,0.428571429,0.315789474,0.411764706
67,66,67,33,34,33,0.417910448,0.439393939,0.402985075,0.424242424,0.382352941,0.454545455
69,80,81,46,35,34,0.47826087,0.575,0.530864198,0.608695652,0.428571429,0.529411765
66,62,70,33,37,29,0.409090909,0.419354839,0.414285714,0.424242424,0.405405405,0.413793103
63,63,68,34,34,29,0.301587302,0.317460317,0.279411765,0.294117647,0.264705882,0.344827586
105,113,120,64,56,49,0.476190476,0.513274336,0.55,0.578125,0.517857143,0.428571429
68,61,69,31,38,30,0.25,0.245901639,0.231884058,0.225806452,0.236842105,0.266666667
74,75,75,38,37,37,0.324324324,0.413333333,0.386666667,0.473684211,0.297297297,0.351351351
64,63,67,33,34,30,0.421875,0.476190476,0.462686567,0.515151515,0.411764706,0.433333333
76,69,77,35,42,34,0.223684211,0.260869565,0.194805195,0.228571429,0.166666667,0.294117647
108,94,110,48,62,46,0.453703704,0.457446809,0.472727273,0.479166667,0.467741935,0.434782609
70,65,77,36,41,29,0.357142857,0.4,0.350649351,0.388888889,0.317073171,0.413793103
91,91,94,47,47,44,0.912087912,0.879120879,0.882978723,0.85106383,0.914893617,0.909090909
71,67,76,36,40,31,0.309859155,0.328358209,0.289473684,0.305555556,0.275,0.35483871
44,63,73,46,27,17,0.909090909,0.920634921,0.931506849,0.934782609,0.925925926,0.882352941
75,68,75,34,41,34,0.133333333,0.191176471,0.12,0.176470588,0.073170732,0.205882353
65,64,65,32,33,32,0.4,0.484375,0.446153846,0.53125,0.363636364,0.4375
80,82,90,46,44,36,0.5375,0.646341463,0.6,0.695652174,0.5,0.583333333
72,67,79,37,42,30,0.319444444,0.343283582,0.278481013,0.297297297,0.261904762,0.4
66,63,71,34,37,29,0.590909091,0.603174603,0.577464789,0.588235294,0.567567568,0.620689655
72,69,75,36,39,33,0.486111111,0.507246377,0.533333333,0.555555556,0.512820513,0.454545455
69,65,72,34,38,31,0.492753623,0.461538462,0.472222222,0.441176471,0.5,0.483870968
68,64,72,34,38,30,0.529411765,0.546875,0.541666667,0.558823529,0.526315789,0.533333333
70,68,76,37,39,31,0.442857143,0.455882353,0.447368421,0.459459459,0.435897436,0.451612903
72,67,79,37,42,30,0.5,0.537313433,0.506329114,0.540540541,0.476190476,0.533333333
70,69,69,34,35,35,0.242857143,0.260869565,0.246376812,0.264705882,0.228571429,0.257142857
69,61,64,28,36,33,0.31884058,0.37704918,0.296875,0.357142857,0.25,0.393939394
71,70,75,37,38,33,0.591549296,0.585714286,0.573333333,0.567567568,0.578947368,0.606060606
67,66,73,36,37,30,0.417910448,0.439393939,0.397260274,0.416666667,0.378378378,0.466666667
111,98,107,47,60,51,0.387387387,0.428571429,0.38317757,0.425531915,0.35,0.431372549
62,60,68,33,35,27,0.451612903,0.466666667,0.411764706,0.424242424,0.4,0.518518519
64,60,70,33,37,27,0.328125,0.383333333,0.342857143,0.393939394,0.297297297,0.37037037
72,68,80,38,42,30,0.430555556,0.5,0.4625,0.526315789,0.404761905,0.466666667
73,66,73,33,40,33,0.452054795,0.484848485,0.452054795,0.484848485,0.425,0.484848485
73,67,82,38,44,29,0.150684932,0.194029851,0.146341463,0.184210526,0.113636364,0.206896552
63,56,69,31,38,25,0.444444444,0.517857143,0.420289855,0.483870968,0.368421053,0.56
68,62,70,32,38,30,0.338235294,0.370967742,0.285714286,0.3125,0.263157895,0.433333333
72,61,75,32,43,29,0.458333333,0.426229508,0.413333333,0.375,0.441860465,0.482758621
76,70,74,34,40,36,0.368421053,0.385714286,0.364864865,0.382352941,0.35,0.388888889
64,61,69,33,36,28,0.515625,0.540983607,0.492753623,0.515151515,0.472222222,0.571428571
88,101,101,57,44,44,0.977272727,0.97029703,0.97029703,0.964912281,0.977272727,0.977272727
110,104,104,49,55,55,0.872727273,0.884615385,0.826923077,0.836734694,0.818181818,0.927272727
66,61,67,31,36,30,0.363636364,0.409836066,0.343283582,0.387096774,0.305555556,0.433333333
100,89,91,40,51,49,0.25,0.258426966,0.175824176,0.175,0.176470588,0.326530612
71,62,71,31,40,31,0.323943662,0.370967742,0.338028169,0.387096774,0.3,0.35483871
64,62,68,33,35,29,0.25,0.306451613,0.25,0.303030303,0.2,0.310344828
67,66,71,35,36,31,0.507462687,0.515151515,0.535211268,0.542857143,0.527777778,0.483870968
66,64,70,34,36,30,0.363636364,0.390625,0.357142857,0.382352941,0.333333333,0.4
69,66,77,37,40,29,0.47826087,0.560606061,0.519480519,0.594594595,0.45,0.517241379
143,141,140,69,71,72,0.874125874,0.907801418,0.878571429,0.913043478,0.845070423,0.902777778
71,75,78,41,37,34,0.492957746,0.52,0.538461538,0.56097561,0.513513514,0.470588235
78,80,82,42,40,38,0.858974359,0.875,0.865853659,0.880952381,0.85,0.868421053
105,106,117,59,58,47,0.552380952,0.660377358,0.598290598,0.694915254,0.5,0.617021277
44,73,65,47,18,26,0.295454545,0.534246575,0.707692308,0.765957447,0.555555556,0.115384615
81,85,92,48,44,37,0.530864198,0.611764706,0.597826087,0.666666667,0.522727273,0.540540541
100,97,89,43,46,54,0.3,0.309278351,0.359550562,0.372093023,0.347826087,0.259259259
64,63,67,33,34,30,0.328125,0.380952381,0.373134328,0.424242424,0.323529412,0.333333333
66,65,63,31,32,34,0.409090909,0.384615385,0.380952381,0.35483871,0.40625,0.411764706
64,67,71,37,34,30,0.609375,0.582089552,0.591549296,0.567567568,0.617647059,0.6
73,64,69,30,39,34,0.369863014,0.34375,0.304347826,0.266666667,0.333333333,0.411764706
85,59,102,38,64,21,0.976470588,0.966101695,0.980392157,0.973684211,0.984375,0.952380952
121,104,105,44,61,60,0.950413223,0.932692308,0.914285714,0.886363636,0.93442623,0.966666667
94,99,95,50,45,49,0.255319149,0.252525253,0.2,0.2,0.2,0.306122449
65,65,70,35,35,30,0.461538462,0.476923077,0.385714286,0.4,0.371428571,0.566666667
86,86,92,46,46,40,0.581395349,0.686046512,0.684782609,0.782608696,0.586956522,0.575
114,93,75,27,48,66,0.49122807,0.516129032,0.373333333,0.37037037,0.375,0.575757576
68,83,81,48,33,35,0.941176471,0.927710843,0.925925926,0.916666667,0.939393939,0.942857143
107,51,114,29,85,22,0.757009346,0.823529412,0.728070175,0.75862069,0.717647059,0.909090909
87,102,89,52,37,50,0.563218391,0.647058824,0.617977528,0.692307692,0.513513514,0.6
74,72,78,38,40,34,0.310810811,0.263888889,0.230769231,0.184210526,0.275,0.352941176
41,36,29,12,17,24,0.512195122,0.5,0.448275862,0.416666667,0.470588235,0.541666667
107,51,114,29,85,22,0.672897196,0.68627451,0.728070175,0.793103448,0.705882353,0.545454545
92,99,105,56,49,43,0.543478261,0.636363636,0.6,0.678571429,0.510204082,0.581395349
66,63,65,31,34,32,0.5,0.492063492,0.461538462,0.451612903,0.470588235,0.53125
46,103,113,85,28,18,0.847826087,0.922330097,0.902654867,0.929411765,0.821428571,0.888888889
96,101,109,57,52,44,0.541666667,0.594059406,0.587155963,0.631578947,0.538461538,0.545454545
93,83,90,40,50,43,0.870967742,0.903614458,0.911111111,0.95,0.88,0.860465116
68,65,69,33,36,32,0.294117647,0.384615385,0.275362319,0.363636364,0.194444444,0.40625
77,71,84,39,45,32,0.454545455,0.549295775,0.452380952,0.538461538,0.377777778,0.5625
78,71,81,37,44,34,0.320512821,0.366197183,0.333333333,0.378378378,0.295454545,0.352941176
85,92,103,55,48,37,0.517647059,0.630434783,0.601941748,0.690909091,0.5,0.540540541
89,80,85,38,47,42,0.471910112,0.575,0.470588235,0.578947368,0.382978723,0.571428571
107,109,112,57,55,52,0.560747664,0.577981651,0.598214286,0.614035088,0.581818182,0.538461538
63,65,70,36,34,29,0.428571429,0.476923077,0.371428571,0.416666667,0.323529412,0.551724138
103,125,102,62,40,63,0.980582524,0.96,0.950980392,0.935483871,0.975,0.984126984
70,70,74,37,37,33,0.428571429,0.414285714,0.337837838,0.324324324,0.351351351,0.515151515
81,69,92,40,52,29,0.530864198,0.449275362,0.434782609,0.35,0.5,0.586206897
108,94,110,48,62,46,0.851851852,0.85106383,0.763636364,0.75,0.774193548,0.956521739
70,72,74,38,36,34,0.314285714,0.361111111,0.351351351,0.394736842,0.305555556,0.323529412
114,113,121,60,61,53,0.798245614,0.82300885,0.760330579,0.783333333,0.737704918,0.867924528
100,101,95,48,47,53,0.95,0.96039604,0.968421053,0.979166667,0.957446809,0.943396226
93,102,107,58,49,44,0.537634409,0.588235294,0.579439252,0.620689655,0.530612245,0.545454545
121,104,105,44,61,60,0.140495868,0.125,0.152380952,0.136363636,0.163934426,0.116666667
68,66,72,35,37,31,0.485294118,0.5,0.444444444,0.457142857,0.432432432,0.548387097
115,87,102,37,65,50,0.052173913,0.08045977,0.029411765,0.054054054,0.015384615,0.1
115,87,102,37,65,50,0.4,0.402298851,0.401960784,0.405405405,0.4,0.4
121,100,119,49,70,51,0.239669421,0.17,0.201680672,0.12244898,0.257142857,0.215686275
93,94,101,51,50,43,0.52688172,0.606382979,0.554455446,0.62745098,0.48,0.581395349
165,164,139,69,70,95,0.721212121,0.701219512,0.71942446,0.695652174,0.742857143,0.705263158
92,82,92,41,51,41,0.967391304,0.926829268,0.945652174,0.902439024,0.980392157,0.951219512
78,125,141,94,47,31,0.41025641,0.392,0.404255319,0.393617021,0.425531915,0.387096774
114,103,113,51,62,52,0.789473684,0.834951456,0.831858407,0.882352941,0.790322581,0.788461538
69,65,72,34,38,31,0.289855072,0.307692308,0.25,0.264705882,0.236842105,0.35483871
67,68,73,37,36,31,0.23880597,0.279411765,0.260273973,0.297297297,0.222222222,0.258064516
69,88,99,59,40,29,0.376811594,0.363636364,0.383838384,0.372881356,0.4,0.344827586
100,89,91,40,51,49,0.24,0.258426966,0.164835165,0.175,0.156862745,0.326530612
112,94,88,35,53,59,0.303571429,0.404255319,0.386363636,0.542857143,0.283018868,0.322033898
130,99,107,38,69,61,0.530769231,0.525252525,0.551401869,0.552631579,0.550724638,0.508196721
97,87,104,47,57,40,0.958762887,0.965517241,0.971153846,0.978723404,0.964912281,0.95
111,113,120,61,59,52,0.900900901,0.911504425,0.908333333,0.918032787,0.898305085,0.903846154
72,66,78,36,42,30,0.333333333,0.378787879,0.320512821,0.361111111,0.285714286,0.4
96,84,94,41,53,43,0.864583333,0.869047619,0.85106383,0.853658537,0.849056604,0.88372093
122,116,116,55,61,61,0.778688525,0.810344828,0.784482759,0.818181818,0.754098361,0.803278689
43,92,101,75,26,17,0.674418605,0.739130435,0.742574257,0.76,0.692307692,0.647058824
70,68,78,38,40,30,0.485714286,0.5,0.512820513,0.526315789,0.5,0.466666667
40,93,105,79,26,14,0.775,0.795698925,0.80952381,0.810126582,0.807692308,0.714285714
106,102,98,47,51,55,0.594339623,0.578431373,0.632653061,0.617021277,0.647058824,0.545454545
52,92,124,82,42,10,0.807692308,0.858695652,0.862903226,0.87804878,0.833333333,0.7
130,99,107,38,69,61,0.592307692,0.656565657,0.654205607,0.763157895,0.594202899,0.590163934
29,93,94,79,15,14,0.896551724,0.946236559,0.936170213,0.949367089,0.866666667,0.928571429
60,62,66,34,32,28,0.5,0.451612903,0.424242424,0.382352941,0.46875,0.535714286
69,68,73,36,37,32,0.536231884,0.558823529,0.534246575,0.555555556,0.513513514,0.5625
108,99,107,49,58,50,0.074074074,0.090909091,0.08411215,0.102040816,0.068965517,0.08
93,92,105,52,53,40,0.548387097,0.619565217,0.60952381,0.673076923,0.547169811,0.55
97,85,84,36,48,49,0.577319588,0.623529412,0.607142857,0.666666667,0.5625,0.591836735
130,125,141,68,73,57,0.707692308,0.728,0.744680851,0.764705882,0.726027397,0.684210526
70,70,74,37,37,33,0.542857143,0.528571429,0.527027027,0.513513514,0.540540541,0.545454545
123,121,132,65,67,56,0.276422764,0.380165289,0.318181818,0.415384615,0.223880597,0.339285714
35,87,96,74,22,13,0.571428571,0.471264368,0.46875,0.445945946,0.545454545,0.615384615
108,110,108,55,53,55,0.962962963,0.963636364,0.981481481,0.981818182,0.981132075,0.945454545
72,67,77,36,41,31,0.347222222,0.388059701,0.350649351,0.388888889,0.317073171,0.387096774
77,66,65,27,38,39,0.883116883,0.833333333,0.784615385,0.703703704,0.842105263,0.923076923
155,108,119,36,83,72,0.490322581,0.518518519,0.43697479,0.444444444,0.43373494,0.555555556
112,119,119,63,56,56,0.892857143,0.907563025,0.907563025,0.920634921,0.892857143,0.892857143
96,112,112,64,48,48,0.5,0.571428571,0.571428571,0.625,0.5,0.5
75,77,110,56,54,21,0.92,0.935064935,0.972727273,0.982142857,0.962962963,0.80952381
149,129,148,64,84,65,0.255033557,0.201550388,0.256756757,0.203125,0.297619048,0.2
90,96,88,47,41,49,0.288888889,0.239583333,0.238636364,0.191489362,0.292682927,0.285714286
102,87,101,43,58,44,0.62745098,0.712643678,0.653465347,0.744186047,0.586206897,0.681818182
70,66,74,35,39,31,0.571428571,0.606060606,0.540540541,0.571428571,0.512820513,0.64516129
52,45,71,32,39,13,0.115384615,0.644444444,0.352112676,0.75,0.025641026,0.384615385
97,66,75,22,53,44,0.87628866,0.878787879,0.893333333,0.909090909,0.886792453,0.863636364
32,31,31,15,16,16,0.3125,0.290322581,0.35483871,0.333333333,0.375,0.25
93,83,90,40,50,43,0.870967742,0.903614458,0.911111111,0.95,0.88,0.860465116
121,104,105,44,61,60,0.966942149,0.951923077,0.971428571,0.954545455,0.983606557,0.95
147,155,138,73,65,82,0.278911565,0.283870968,0.239130435,0.246575342,0.230769231,0.317073171
110,101,115,53,62,48,0.409090909,0.544554455,0.469565217,0.603773585,0.35483871,0.479166667
128,138,128,69,59,69,0.15625,0.239130435,0.2265625,0.304347826,0.13559322,0.173913043
164,137,173,73,100,64,0.737804878,0.686131387,0.710982659,0.657534247,0.75,0.71875
91,86,103,49,54,37,0.813186813,0.76744186,0.776699029,0.734693878,0.814814815,0.810810811
122,116,116,55,61,61,0.672131148,0.629310345,0.681034483,0.636363636,0.721311475,0.62295082
176,169,191,92,99,77,0.482954545,0.568047337,0.54973822,0.630434783,0.474747475,0.493506494
106,103,111,54,57,49,0.462264151,0.572815534,0.540540541,0.648148148,0.438596491,0.489795918
114,113,121,60,61,53,0.868421053,0.876106195,0.826446281,0.833333333,0.819672131,0.924528302
144,143,149,74,75,69,0.375,0.426573427,0.422818792,0.472972973,0.373333333,0.376811594
55,85,68,49,19,36,0.818181818,0.823529412,0.838235294,0.836734694,0.842105263,0.805555556
75,67,72,32,40,35,0.453333333,0.462686567,0.513888889,0.53125,0.5,0.4
67,145,164,121,43,24,0.880597015,0.944827586,0.93902439,0.958677686,0.88372093,0.875
100,89,91,40,51,49,0.26,0.269662921,0.175824176,0.175,0.176470588,0.346938776
130,109,139,59,80,50,0.3,0.311926606,0.309352518,0.322033898,0.3,0.3
116,119,123,63,60,56,0.948275862,0.924369748,0.943089431,0.920634921,0.966666667,0.928571429
98,102,104,54,50,48,0.653061224,0.696078431,0.644230769,0.685185185,0.6,0.708333333
141,138,139,68,71,70,0.191489362,0.253623188,0.172661871,0.235294118,0.112676056,0.271428571
127,130,141,72,69,58,0.503937008,0.576923077,0.617021277,0.680555556,0.550724638,0.448275862
134,100,134,50,84,50,0.746268657,0.76,0.731343284,0.74,0.726190476,0.78
39,87,92,70,22,17,0.743589744,0.666666667,0.684782609,0.657142857,0.772727273,0.705882353
113,98,119,52,67,46,0.752212389,0.806122449,0.705882353,0.75,0.671641791,0.869565217
156,146,128,59,69,87,0.102564103,0.089041096,0.1171875,0.101694915,0.130434783,0.08045977
136,108,132,52,80,56,0.713235294,0.712962963,0.742424242,0.75,0.7375,0.678571429
121,104,105,44,61,60,0.47107438,0.471153846,0.514285714,0.522727273,0.508196721,0.433333333
61,127,144,105,39,22,0.819672131,0.874015748,0.840277778,0.866666667,0.769230769,0.909090909
146,126,130,55,75,71,0.226027397,0.285714286,0.223076923,0.290909091,0.173333333,0.281690141
122,117,113,54,59,63,0.245901639,0.290598291,0.300884956,0.351851852,0.254237288,0.238095238
134,115,107,44,63,71,0.537313433,0.626086957,0.560747664,0.681818182,0.476190476,0.591549296
122,120,10,4,6,116,0.959016393,0.975,0.4,0.5,0.333333333,0.99137931
162,149,141,64,77,85,0.302469136,0.355704698,0.411347518,0.484375,0.350649351,0.258823529
163,127,158,61,97,66,0.674846626,0.62992126,0.708860759,0.672131148,0.731958763,0.590909091
147,156,151,80,71,76,0.557823129,0.532051282,0.562913907,0.5375,0.591549296,0.526315789
79,76,107,52,55,24,0.974683544,0.973684211,0.981308411,0.980769231,0.981818182,0.958333333
143,123,154,67,87,56,0.951048951,0.967479675,0.954545455,0.970149254,0.942528736,0.964285714
82,97,99,57,42,40,0.43902439,0.536082474,0.505050505,0.578947368,0.404761905,0.475
121,116,121,58,63,58,0.900826446,0.913793103,0.917355372,0.931034483,0.904761905,0.896551724
123,154,173,102,71,52,0.048780488,0.071428571,0.075144509,0.088235294,0.056338028,0.038461538
130,109,139,59,80,50,0.915384615,0.908256881,0.920863309,0.915254237,0.925,0.9
162,159,139,68,71,91,0.833333333,0.842767296,0.81294964,0.823529412,0.802816901,0.857142857
141,115,128,51,77,64,0.354609929,0.330434783,0.28125,0.235294118,0.311688312,0.40625
63,116,103,78,25,38,0.968253968,0.974137931,0.970873786,0.974358974,0.96,0.973684211
136,139,111,57,54,82,0.602941176,0.618705036,0.702702703,0.719298246,0.685185185,0.548780488
149,150,145,73,72,77,0.147651007,0.12,0.096551724,0.068493151,0.125,0.168831169
259,245,266,126,140,119,0.011583012,0.040816327,0.033834586,0.063492063,0.007142857,0.016806723
142,139,139,68,71,71,0.126760563,0.172661871,0.129496403,0.176470588,0.084507042,0.169014085
52,121,131,100,31,21,0.788461538,0.842975207,0.832061069,0.85,0.774193548,0.80952381
118,119,129,65,64,54,0.474576271,0.554621849,0.558139535,0.630769231,0.484375,0.462962963
48,112,116,90,26,22,0.708333333,0.705357143,0.715517241,0.711111111,0.730769231,0.681818182
156,143,161,74,87,69,0.358974359,0.335664336,0.372670807,0.351351351,0.390804598,0.31884058
149,150,145,73,72,77,0.067114094,0.066666667,0.082758621,0.082191781,0.083333333,0.051948052
146,126,130,55,75,71,0.294520548,0.293650794,0.215384615,0.2,0.226666667,0.366197183
107,109,112,57,55,52,0.495327103,0.587155963,0.598214286,0.684210526,0.509090909,0.480769231
98,92,96,45,51,47,0.908163265,0.836956522,0.875,0.8,0.941176471,0.872340426
148,157,151,80,71,77,0.074324324,0.063694268,0.072847682,0.0625,0.084507042,0.064935065
116,121,125,65,60,56,0.517241379,0.545454545,0.608,0.630769231,0.583333333,0.446428571
151,149,148,73,75,76,0.59602649,0.604026846,0.527027027,0.534246575,0.52,0.671052632
102,142,170,105,65,37,0.87254902,0.816901408,0.852941176,0.819047619,0.907692308,0.810810811
123,127,98,51,47,76,0.227642276,0.267716535,0.346938776,0.392156863,0.29787234,0.184210526
149,168,123,71,52,97,0.838926174,0.875,0.829268293,0.873239437,0.769230769,0.87628866
141,128,127,57,70,71,0.475177305,0.453125,0.448818898,0.421052632,0.471428571,0.478873239
161,144,161,72,89,72,0.888198758,0.930555556,0.913043478,0.958333333,0.876404494,0.902777778
140,119,141,60,81,59,0.935714286,0.865546218,0.879432624,0.8,0.938271605,0.93220339
161,146,163,74,89,72,0.850931677,0.863013699,0.852760736,0.864864865,0.842696629,0.861111111
98,105,111,59,52,46,0.510204082,0.580952381,0.567567568,0.627118644,0.5,0.52173913
135,125,136,63,73,62,0.540740741,0.544,0.580882353,0.587301587,0.575342466,0.5
130,159,169,99,70,60,0.815384615,0.786163522,0.810650888,0.787878788,0.842857143,0.783333333
84,177,211,152,59,25,0.833333333,0.807909605,0.838862559,0.822368421,0.881355932,0.72
114,106,120,56,64,50,0.605263158,0.58490566,0.658333333,0.642857143,0.671875,0.52
165,164,139,69,70,95,0.593939394,0.615853659,0.582733813,0.608695652,0.557142857,0.621052632
124,170,172,109,63,61,0.798387097,0.864705882,0.837209302,0.880733945,0.761904762,0.836065574
101,111,114,62,52,49,0.514851485,0.531531532,0.570175439,0.580645161,0.557692308,0.469387755
119,118,131,65,66,53,0.43697479,0.483050847,0.450381679,0.492307692,0.409090909,0.471698113
96,84,82,35,47,49,0.708333333,0.654761905,0.646341463,0.571428571,0.70212766,0.714285714
177,177,106,53,53,124,0.062146893,0.056497175,0.066037736,0.056603774,0.075471698,0.056451613
160,168,148,78,70,90,0.6875,0.696428571,0.682432432,0.692307692,0.671428571,0.7
124,170,172,109,63,61,0.830645161,0.858823529,0.854651163,0.871559633,0.825396825,0.836065574
136,108,132,52,80,56,0.036764706,0.037037037,0.022727273,0.019230769,0.025,0.053571429
128,135,145,76,69,59,0.1015625,0.133333333,0.15862069,0.184210526,0.130434783,0.06779661
154,140,170,78,92,62,0.746753247,0.728571429,0.758823529,0.743589744,0.77173913,0.709677419
115,87,102,37,65,50,0.156521739,0.137931034,0.137254902,0.108108108,0.153846154,0.16
88,70,82,32,50,38,0.761363636,0.814285714,0.853658537,0.9375,0.8,0.710526316
149,126,145,61,84,65,0.44966443,0.404761905,0.455172414,0.409836066,0.488095238,0.4
135,113,134,56,78,57,0.392592593,0.371681416,0.395522388,0.375,0.41025641,0.368421053
168,127,169,64,105,63,0.029761905,0.031496063,0.041420118,0.046875,0.038095238,0.015873016
159,151,168,80,88,71,0.547169811,0.582781457,0.613095238,0.65,0.579545455,0.507042254
143,143,144,72,72,71,0.237762238,0.272727273,0.256944444,0.291666667,0.222222222,0.253521127
130,99,107,38,69,61,0.823076923,0.909090909,0.794392523,0.894736842,0.739130435,0.918032787
234,209,187,81,106,128,0.260683761,0.258373206,0.240641711,0.234567901,0.245283019,0.2734375
148,157,151,80,71,77,0.047297297,0.050955414,0.072847682,0.075,0.070422535,0.025974026
165,164,139,69,70,95,0.593939394,0.579268293,0.496402878,0.47826087,0.514285714,0.652631579
158,128,134,52,82,76,0.569620253,0.5078125,0.544776119,0.461538462,0.597560976,0.539473684
158,149,163,77,86,72,0.765822785,0.785234899,0.797546012,0.818181818,0.779069767,0.75
117,117,108,54,54,63,0.957264957,0.965811966,0.935185185,0.944444444,0.925925926,0.984126984
149,129,148,64,84,65,0.140939597,0.069767442,0.135135135,0.0625,0.19047619,0.076923077
177,154,157,67,90,87,0.186440678,0.188311688,0.165605096,0.164179104,0.166666667,0.206896552
149,150,145,73,72,77,0.134228188,0.106666667,0.096551724,0.068493151,0.125,0.142857143
177,154,157,67,90,87,0.316384181,0.318181818,0.299363057,0.298507463,0.3,0.333333333
94,110,118,67,51,43,0.744680851,0.763636364,0.813559322,0.820895522,0.803921569,0.674418605
170,142,168,70,98,72,0.723529412,0.774647887,0.732142857,0.785714286,0.693877551,0.763888889
62,138,154,115,39,23,0.85483871,0.927536232,0.88961039,0.92173913,0.794871795,0.956521739
95,102,111,59,52,43,0.536842105,0.647058824,0.585585586,0.677966102,0.480769231,0.604651163
145,140,167,81,86,59,0.406896552,0.457142857,0.377245509,0.419753086,0.337209302,0.508474576
172,132,194,77,117,55,0.563953488,0.5,0.572164948,0.519480519,0.606837607,0.472727273
179,172,197,95,102,77,0.134078212,0.127906977,0.111675127,0.105263158,0.117647059,0.155844156
155,144,143,66,77,78,0.15483871,0.173611111,0.118881119,0.136363636,0.103896104,0.205128205
290,315,287,156,131,159,0.220689655,0.282539683,0.337979094,0.391025641,0.27480916,0.176100629
163,127,158,61,97,66,0.877300613,0.913385827,0.917721519,0.967213115,0.886597938,0.863636364
124,149,163,94,69,55,0.14516129,0.147651007,0.159509202,0.159574468,0.15942029,0.127272727
138,141,167,85,82,56,0.036231884,0.035460993,0.023952096,0.023529412,0.024390244,0.053571429
143,111,92,30,62,81,0.461538462,0.531531532,0.380434783,0.466666667,0.338709677,0.555555556
168,160,168,80,88,80,0.125,0.16875,0.19047619,0.2375,0.147727273,0.1
190,147,157,57,100,90,0.268421053,0.238095238,0.229299363,0.175438596,0.26,0.277777778
267,259,246,119,127,140,0.685393258,0.733590734,0.68699187,0.739495798,0.637795276,0.728571429
145,147,138,70,68,77,0.951724138,0.918367347,0.949275362,0.914285714,0.985294118,0.922077922
160,149,175,82,93,67,0.05625,0.033557047,0.068571429,0.048780488,0.086021505,0.014925373
250,221,191,81,110,140,0.26,0.262443439,0.277486911,0.283950617,0.272727273,0.25
162,178,184,100,84,78,0.296296296,0.415730337,0.347826087,0.45,0.226190476,0.371794872
93,161,154,111,43,50,0.752688172,0.782608696,0.857142857,0.846846847,0.88372093,0.64
223,184,225,93,132,91,0.856502242,0.858695652,0.866666667,0.870967742,0.863636364,0.846153846
157,146,167,78,89,68,0.203821656,0.219178082,0.203592814,0.217948718,0.191011236,0.220588235
210,204,154,74,80,130,0.680952381,0.632352941,0.675324675,0.608108108,0.7375,0.646153846
162,137,179,77,102,60,0.358024691,0.386861314,0.340782123,0.363636364,0.323529412,0.416666667
89,63,90,32,58,31,0.775280899,0.714285714,0.733333333,0.65625,0.775862069,0.774193548
172,174,186,94,92,80,0.523255814,0.540229885,0.52688172,0.542553191,0.510869565,0.5375
149,150,145,73,72,77,0.073825503,0.073333333,0.027586207,0.02739726,0.027777778,0.116883117
162,149,141,64,77,85,0.654320988,0.66442953,0.687943262,0.703125,0.675324675,0.635294118
164,175,169,90,79,85,0.164634146,0.165714286,0.177514793,0.177777778,0.17721519,0.152941176
126,93,115,41,74,52,0.222222222,0.258064516,0.260869565,0.317073171,0.22972973,0.211538462
245,182,249,93,156,89,0.534693878,0.43956044,0.510040161,0.408602151,0.570512821,0.471910112
191,183,190,91,99,92,0.19895288,0.229508197,0.178947368,0.208791209,0.151515152,0.25
163,159,174,85,89,74,0.098159509,0.113207547,0.126436782,0.141176471,0.112359551,0.081081081
125,116,133,62,71,54,0.928,0.887931034,0.879699248,0.838709677,0.915492958,0.944444444
